id,simulation_id,generation,distance,parent_1,parent_2,chemin,n_generations,mutation_rate,elitisme_rate,timestamp
827,1,10,22689.93802591914,"[0, 15, 49, 19, 14, 31, 8, 35, 39, 38, 6, 29, 47, 17, 43, 28, 7, 5, 45, 34, 16, 40, 27, 10, 44, 46, 33, 21, 37, 22, 50, 42, 24, 12, 18, 20, 2, 23, 1, 36, 30, 13, 11, 41, 9, 32, 26, 25, 4, 48, 3, 0]","[0, 2, 41, 36, 34, 25, 50, 47, 15, 39, 33, 30, 28, 5, 37, 38, 23, 14, 8, 29, 17, 9, 48, 4, 26, 16, 42, 20, 31, 10, 43, 6, 7, 19, 27, 40, 3, 35, 21, 1, 49, 13, 11, 18, 12, 46, 45, 44, 24, 22, 32, 0]","[0, 18, 12, 13, 11, 48, 4, 40, 27, 24, 28, 6, 15, 38, 33, 41, 43, 21, 37, 44, 47, 35, 5, 34, 26, 36, 3, 29, 30, 22, 39, 45, 19, 7, 32, 49, 8, 1, 20, 42, 2, 31, 50, 46, 25, 17, 16, 10, 9, 23, 14, 0]",50,0.2,0.2,2025-09-29 11:40:54.161546
828,1,10,26737.654314883326,"[0, 8, 33, 37, 30, 1, 34, 5, 48, 32, 14, 19, 41, 2, 46, 22, 29, 47, 10, 31, 40, 21, 50, 26, 24, 23, 11, 20, 7, 9, 18, 49, 28, 15, 36, 16, 27, 6, 17, 13, 45, 35, 42, 12, 25, 39, 3, 43, 38, 4, 44, 0]","[0, 41, 31, 44, 29, 28, 9, 25, 24, 1, 15, 30, 22, 6, 34, 11, 20, 27, 45, 26, 35, 12, 16, 38, 39, 18, 49, 19, 21, 7, 5, 3, 40, 4, 43, 23, 13, 8, 46, 32, 33, 36, 2, 10, 17, 37, 48, 47, 42, 14, 50, 0]","[0, 18, 49, 11, 20, 32, 36, 44, 9, 39, 45, 25, 2, 23, 37, 7, 24, 48, 3, 29, 27, 8, 35, 4, 16, 41, 31, 6, 12, 26, 30, 47, 13, 50, 15, 17, 38, 28, 33, 42, 40, 19, 5, 46, 43, 14, 10, 21, 34, 1, 22, 0]",50,0.2,0.2,2025-09-29 11:40:54.163020
829,1,10,24443.98349243563,"[0, 5, 20, 13, 48, 27, 50, 17, 45, 37, 14, 46, 6, 22, 21, 3, 9, 11, 32, 36, 26, 10, 2, 30, 24, 31, 42, 16, 40, 39, 7, 49, 33, 47, 8, 12, 25, 41, 23, 18, 4, 15, 38, 34, 44, 43, 1, 35, 28, 19, 29, 0]","[0, 10, 36, 30, 8, 37, 33, 41, 39, 49, 46, 15, 4, 34, 29, 25, 2, 18, 22, 48, 9, 17, 24, 1, 19, 31, 44, 3, 21, 20, 12, 42, 14, 27, 23, 28, 38, 7, 16, 13, 11, 35, 32, 26, 45, 47, 5, 43, 6, 40, 50, 0]","[0, 15, 4, 21, 3, 7, 49, 30, 8, 26, 25, 22, 10, 44, 27, 12, 43, 19, 33, 5, 20, 9, 36, 50, 38, 46, 34, 45, 13, 6, 29, 17, 23, 11, 41, 28, 42, 14, 31, 1, 47, 40, 18, 39, 48, 37, 16, 32, 35, 24, 2, 0]",50,0.2,0.2,2025-09-29 11:40:54.164456
830,1,10,23991.934608030304,"[0, 9, 42, 44, 28, 43, 1, 45, 31, 40, 14, 16, 26, 50, 41, 21, 35, 23, 30, 13, 11, 19, 33, 37, 24, 49, 6, 4, 15, 25, 46, 38, 3, 34, 10, 7, 20, 47, 2, 17, 27, 18, 29, 32, 8, 22, 36, 48, 39, 5, 12, 0]","[0, 23, 21, 47, 4, 24, 29, 14, 19, 31, 45, 41, 2, 44, 5, 48, 12, 38, 32, 8, 33, 10, 7, 26, 42, 9, 16, 49, 35, 6, 15, 20, 18, 27, 28, 50, 46, 22, 37, 30, 25, 40, 13, 11, 3, 36, 39, 17, 43, 1, 34, 0]","[0, 13, 11, 32, 8, 10, 7, 9, 42, 43, 1, 31, 45, 18, 27, 37, 21, 20, 34, 46, 47, 48, 25, 39, 2, 22, 50, 35, 36, 28, 24, 3, 23, 38, 5, 15, 40, 19, 33, 16, 49, 30, 14, 6, 44, 12, 29, 4, 41, 26, 17, 0]",50,0.2,0.2,2025-09-29 11:40:54.165973
831,1,10,24385.401928277,"[0, 31, 3, 34, 45, 27, 2, 25, 19, 26, 29, 24, 9, 6, 46, 40, 15, 41, 32, 10, 5, 11, 4, 48, 38, 47, 33, 1, 37, 13, 49, 12, 17, 16, 30, 21, 14, 39, 50, 20, 35, 22, 8, 28, 44, 18, 36, 43, 7, 23, 42, 0]","[0, 15, 49, 19, 14, 31, 8, 35, 39, 38, 6, 29, 47, 17, 43, 28, 7, 5, 45, 34, 16, 40, 27, 10, 44, 46, 33, 21, 37, 22, 50, 42, 24, 12, 18, 20, 2, 23, 1, 36, 30, 13, 11, 41, 9, 32, 26, 25, 4, 48, 3, 0]","[0, 45, 34, 4, 48, 37, 31, 11, 6, 17, 5, 23, 7, 13, 15, 35, 2, 39, 29, 32, 9, 44, 21, 26, 40, 3, 22, 20, 1, 14, 28, 10, 33, 8, 18, 16, 46, 27, 30, 24, 19, 47, 25, 42, 50, 41, 36, 49, 38, 12, 43, 0]",50,0.2,0.2,2025-09-29 11:40:54.167331
832,1,10,25558.37899794076,"[0, 7, 26, 27, 28, 12, 38, 50, 36, 8, 44, 4, 41, 17, 39, 37, 48, 18, 14, 32, 46, 40, 30, 11, 23, 49, 20, 24, 29, 15, 13, 33, 10, 47, 9, 1, 2, 19, 43, 34, 5, 21, 22, 35, 16, 25, 42, 45, 31, 6, 3, 0]","[0, 26, 45, 31, 44, 42, 14, 50, 24, 1, 17, 9, 21, 10, 39, 46, 33, 47, 35, 11, 43, 22, 40, 3, 12, 30, 20, 48, 34, 37, 2, 41, 32, 7, 19, 13, 38, 18, 15, 8, 49, 23, 5, 4, 28, 36, 6, 16, 29, 25, 27, 0]","[0, 45, 31, 23, 49, 6, 29, 1, 39, 34, 14, 2, 40, 36, 22, 13, 11, 38, 26, 17, 19, 50, 42, 3, 28, 5, 12, 8, 46, 4, 32, 27, 41, 21, 24, 47, 37, 20, 33, 7, 16, 18, 48, 35, 10, 25, 44, 9, 30, 15, 43, 0]",50,0.2,0.2,2025-09-29 11:40:54.169156
833,1,10,23740.413595155725,"[0, 28, 44, 47, 33, 43, 36, 3, 19, 42, 7, 11, 5, 41, 8, 20, 17, 10, 38, 14, 25, 21, 27, 4, 39, 30, 13, 45, 40, 29, 26, 49, 16, 46, 6, 1, 22, 15, 24, 37, 18, 50, 2, 31, 23, 35, 48, 9, 34, 12, 32, 0]","[0, 31, 3, 34, 45, 27, 2, 25, 19, 26, 29, 24, 9, 6, 46, 40, 15, 41, 32, 10, 5, 11, 4, 48, 38, 47, 33, 1, 37, 13, 49, 12, 17, 16, 30, 21, 14, 39, 50, 20, 35, 22, 8, 28, 44, 18, 36, 43, 7, 23, 42, 0]","[0, 26, 29, 11, 5, 46, 6, 28, 44, 47, 33, 36, 43, 49, 17, 14, 22, 40, 27, 42, 39, 34, 31, 19, 35, 7, 21, 13, 50, 41, 37, 4, 23, 45, 38, 15, 30, 9, 20, 24, 2, 12, 48, 18, 10, 8, 16, 32, 1, 3, 25, 0]",50,0.2,0.2,2025-09-29 11:40:54.170724
834,1,10,24999.317056387834,"[0, 41, 31, 44, 29, 28, 9, 25, 24, 1, 15, 30, 22, 6, 34, 11, 20, 27, 45, 26, 35, 12, 16, 38, 39, 18, 49, 19, 21, 7, 5, 3, 40, 4, 43, 23, 13, 8, 46, 32, 33, 36, 2, 10, 17, 37, 48, 47, 42, 14, 50, 0]","[0, 40, 30, 35, 16, 27, 28, 48, 37, 11, 4, 49, 43, 36, 6, 9, 47, 31, 26, 22, 10, 38, 41, 32, 23, 1, 45, 5, 39, 18, 50, 8, 14, 33, 7, 42, 34, 2, 25, 13, 3, 19, 46, 29, 12, 15, 20, 24, 17, 44, 21, 0]","[0, 39, 18, 37, 48, 16, 49, 14, 26, 2, 31, 44, 36, 4, 34, 33, 21, 46, 41, 23, 27, 40, 24, 50, 3, 6, 43, 5, 35, 7, 15, 8, 11, 28, 19, 25, 42, 32, 9, 38, 1, 10, 22, 13, 12, 17, 29, 45, 30, 20, 47, 0]",50,0.2,0.2,2025-09-29 11:40:54.172095
835,1,10,23275.786741032134,"[0, 10, 2, 41, 23, 20, 13, 14, 46, 24, 31, 22, 48, 28, 36, 34, 8, 26, 3, 11, 30, 49, 29, 7, 43, 1, 40, 17, 38, 37, 9, 5, 33, 50, 25, 39, 4, 19, 35, 42, 44, 32, 47, 15, 18, 21, 16, 6, 45, 12, 27, 0]","[0, 10, 2, 28, 19, 46, 14, 15, 12, 17, 13, 47, 18, 20, 1, 6, 29, 25, 22, 48, 5, 40, 34, 30, 33, 3, 31, 39, 35, 37, 11, 24, 4, 23, 7, 32, 8, 43, 41, 21, 44, 45, 27, 16, 42, 26, 38, 49, 50, 36, 9, 0]","[0, 22, 48, 10, 2, 46, 14, 45, 31, 18, 40, 35, 47, 32, 6, 37, 34, 13, 19, 20, 39, 49, 8, 11, 3, 28, 27, 9, 33, 4, 23, 1, 12, 29, 30, 17, 38, 44, 50, 24, 15, 21, 26, 16, 41, 36, 7, 25, 42, 5, 43, 0]",50,0.2,0.2,2025-09-29 11:40:54.173416
836,1,10,25513.420147218756,"[0, 8, 33, 37, 30, 1, 34, 5, 48, 46, 22, 2, 41, 19, 14, 12, 25, 9, 21, 29, 31, 18, 17, 3, 45, 16, 32, 35, 24, 11, 15, 7, 13, 4, 6, 47, 27, 43, 44, 38, 23, 10, 26, 36, 28, 39, 42, 49, 20, 40, 50, 0]","[0, 41, 31, 44, 29, 28, 9, 25, 24, 1, 15, 30, 22, 6, 34, 11, 20, 27, 45, 26, 35, 12, 16, 38, 39, 18, 49, 19, 21, 7, 5, 3, 40, 4, 43, 23, 13, 8, 46, 32, 33, 36, 2, 10, 17, 37, 48, 47, 42, 14, 50, 0]","[0, 50, 9, 25, 16, 42, 27, 15, 38, 8, 45, 48, 3, 20, 32, 33, 5, 28, 37, 39, 23, 46, 40, 30, 26, 36, 41, 31, 10, 14, 2, 44, 43, 1, 7, 47, 29, 12, 4, 19, 34, 18, 21, 24, 6, 11, 13, 17, 49, 22, 35, 0]",50,0.2,0.2,2025-09-29 11:40:54.174687
837,1,10,25415.334016180357,"[0, 7, 26, 27, 28, 12, 38, 50, 36, 8, 44, 4, 41, 17, 39, 37, 48, 18, 14, 32, 46, 40, 30, 11, 23, 49, 20, 24, 29, 15, 13, 33, 10, 47, 9, 1, 2, 19, 43, 34, 5, 21, 22, 35, 16, 25, 42, 45, 31, 6, 3, 0]","[0, 23, 21, 47, 4, 24, 29, 14, 19, 31, 45, 41, 2, 44, 5, 48, 12, 38, 32, 8, 33, 10, 7, 26, 42, 9, 16, 49, 35, 6, 15, 20, 18, 27, 28, 50, 46, 22, 37, 30, 25, 40, 13, 11, 3, 36, 39, 17, 43, 1, 34, 0]","[0, 12, 38, 7, 26, 27, 28, 31, 45, 24, 29, 39, 17, 33, 10, 50, 5, 23, 16, 40, 25, 47, 6, 43, 21, 15, 42, 22, 2, 44, 20, 37, 9, 8, 30, 36, 14, 34, 4, 46, 32, 1, 48, 18, 13, 11, 19, 3, 41, 49, 35, 0]",50,0.2,0.2,2025-09-29 11:40:54.176007
838,1,10,26157.24139245731,"[0, 28, 44, 47, 33, 43, 36, 3, 19, 42, 7, 11, 5, 41, 8, 20, 17, 10, 38, 14, 25, 21, 27, 4, 39, 30, 13, 45, 40, 29, 26, 49, 16, 46, 6, 1, 22, 15, 24, 37, 18, 50, 2, 31, 23, 35, 48, 9, 34, 12, 32, 0]","[0, 8, 33, 37, 30, 1, 34, 5, 48, 46, 22, 2, 41, 19, 14, 12, 25, 9, 21, 29, 31, 18, 17, 3, 45, 16, 32, 35, 24, 11, 15, 7, 13, 4, 6, 47, 27, 43, 44, 38, 23, 10, 26, 36, 28, 39, 42, 49, 20, 40, 50, 0]","[0, 18, 40, 21, 10, 45, 11, 47, 27, 49, 31, 12, 5, 37, 38, 17, 2, 43, 30, 41, 34, 48, 25, 23, 14, 44, 9, 29, 22, 6, 16, 20, 46, 32, 50, 7, 3, 33, 42, 24, 4, 8, 1, 26, 28, 13, 19, 35, 15, 36, 39, 0]",50,0.2,0.2,2025-09-29 11:40:54.177206
839,1,10,24689.017738957067,"[0, 5, 20, 13, 48, 27, 50, 17, 45, 37, 14, 46, 6, 22, 21, 3, 9, 11, 32, 36, 26, 10, 2, 30, 24, 31, 42, 16, 40, 39, 7, 49, 33, 47, 8, 12, 25, 41, 23, 18, 4, 15, 38, 34, 44, 43, 1, 35, 28, 19, 29, 0]","[0, 10, 36, 30, 8, 37, 33, 41, 39, 49, 46, 15, 4, 34, 29, 25, 2, 18, 22, 48, 9, 17, 24, 1, 19, 31, 44, 3, 21, 20, 12, 42, 14, 27, 23, 28, 38, 7, 16, 13, 11, 35, 32, 26, 45, 47, 5, 43, 6, 40, 50, 0]","[0, 15, 4, 21, 3, 30, 38, 28, 20, 16, 48, 1, 42, 29, 22, 34, 49, 19, 5, 33, 31, 27, 24, 23, 6, 26, 14, 17, 11, 43, 10, 36, 39, 37, 32, 40, 50, 7, 18, 44, 35, 8, 9, 46, 45, 25, 41, 2, 12, 47, 13, 0]",50,0.2,0.2,2025-09-29 11:40:54.178503
840,1,10,22796.13154684744,"[0, 5, 20, 13, 48, 27, 50, 17, 45, 37, 14, 46, 6, 22, 21, 3, 9, 11, 32, 36, 26, 10, 2, 30, 24, 31, 42, 16, 40, 39, 7, 49, 33, 47, 8, 12, 25, 41, 23, 18, 4, 15, 38, 34, 44, 43, 1, 35, 28, 19, 29, 0]","[0, 26, 45, 31, 44, 42, 14, 50, 24, 1, 17, 9, 21, 10, 39, 46, 33, 47, 35, 11, 43, 22, 40, 3, 12, 30, 20, 48, 34, 37, 2, 41, 32, 7, 19, 13, 38, 18, 15, 8, 49, 23, 5, 4, 28, 36, 6, 16, 29, 25, 27, 0]","[0, 33, 47, 23, 2, 16, 48, 27, 35, 17, 39, 8, 38, 22, 7, 19, 20, 18, 15, 50, 6, 28, 5, 37, 1, 10, 26, 46, 34, 45, 3, 43, 14, 40, 9, 31, 30, 25, 12, 49, 29, 42, 24, 21, 36, 13, 11, 32, 44, 4, 41, 0]",50,0.2,0.2,2025-09-29 11:40:54.179727
841,1,10,24415.1043861974,"[0, 7, 26, 27, 28, 12, 38, 50, 36, 8, 44, 4, 41, 17, 39, 37, 48, 18, 14, 32, 46, 40, 30, 11, 23, 49, 20, 24, 29, 15, 13, 33, 10, 47, 9, 1, 2, 19, 43, 34, 5, 21, 22, 35, 16, 25, 42, 45, 31, 6, 3, 0]","[0, 7, 26, 44, 4, 5, 23, 11, 48, 20, 39, 15, 42, 25, 33, 30, 9, 19, 46, 37, 1, 34, 16, 14, 8, 36, 40, 12, 3, 31, 21, 49, 17, 10, 38, 2, 13, 22, 50, 43, 32, 41, 45, 18, 24, 29, 27, 47, 28, 35, 6, 0]","[0, 42, 25, 7, 26, 8, 36, 24, 29, 44, 4, 23, 11, 50, 38, 31, 39, 2, 1, 22, 40, 15, 47, 3, 6, 43, 12, 27, 45, 14, 34, 28, 46, 33, 49, 17, 18, 41, 19, 9, 16, 37, 30, 20, 48, 32, 21, 13, 10, 5, 35, 0]",50,0.2,0.2,2025-09-29 11:40:54.181088
842,1,10,26138.353999182367,"[0, 45, 7, 26, 17, 13, 22, 34, 9, 24, 30, 21, 44, 42, 16, 41, 47, 11, 23, 5, 10, 19, 32, 3, 35, 4, 27, 28, 37, 31, 46, 20, 39, 2, 33, 43, 40, 15, 49, 25, 36, 6, 50, 12, 38, 48, 14, 18, 29, 8, 1, 0]","[0, 10, 36, 30, 8, 37, 33, 41, 39, 49, 46, 15, 4, 34, 29, 25, 2, 18, 22, 48, 9, 17, 24, 1, 19, 31, 44, 3, 21, 20, 12, 42, 14, 27, 23, 28, 38, 7, 16, 13, 11, 35, 32, 26, 45, 47, 5, 43, 6, 40, 50, 0]","[0, 6, 2, 20, 29, 3, 44, 14, 38, 43, 30, 50, 8, 32, 40, 11, 35, 25, 15, 12, 22, 27, 36, 23, 42, 16, 26, 18, 21, 34, 4, 37, 41, 49, 17, 45, 24, 10, 48, 19, 31, 5, 33, 39, 9, 47, 28, 46, 13, 7, 1, 0]",50,0.2,0.2,2025-09-29 11:40:54.182331
843,1,10,25193.71498696747,"[0, 30, 8, 1, 44, 14, 7, 17, 23, 5, 20, 4, 24, 42, 11, 49, 27, 6, 21, 13, 48, 38, 35, 28, 3, 46, 29, 26, 32, 16, 39, 33, 37, 31, 12, 9, 47, 15, 10, 36, 34, 22, 25, 50, 19, 45, 43, 2, 41, 40, 18, 0]","[0, 12, 7, 45, 33, 23, 38, 43, 47, 39, 24, 15, 44, 25, 28, 27, 22, 6, 10, 32, 48, 37, 29, 20, 50, 42, 36, 4, 9, 35, 16, 17, 46, 5, 31, 34, 41, 1, 49, 8, 19, 14, 3, 2, 18, 13, 26, 21, 11, 30, 40, 0]","[0, 25, 27, 18, 41, 1, 4, 44, 42, 46, 11, 32, 35, 6, 28, 29, 43, 16, 21, 12, 26, 49, 8, 14, 39, 10, 2, 5, 20, 40, 3, 34, 45, 24, 9, 47, 7, 22, 38, 50, 36, 23, 19, 30, 48, 33, 37, 13, 17, 31, 15, 0]",50,0.2,0.2,2025-09-29 11:40:54.183583
844,1,10,26485.925465669356,"[0, 28, 44, 47, 33, 43, 36, 3, 19, 42, 7, 11, 5, 41, 8, 20, 17, 10, 38, 14, 25, 21, 27, 4, 39, 30, 13, 45, 40, 29, 26, 49, 16, 46, 6, 1, 22, 15, 24, 37, 18, 50, 2, 31, 23, 35, 48, 9, 34, 12, 32, 0]","[0, 7, 26, 44, 4, 5, 23, 11, 48, 20, 39, 15, 42, 25, 33, 30, 9, 19, 46, 37, 1, 34, 16, 14, 8, 36, 40, 12, 3, 31, 21, 49, 17, 10, 38, 2, 13, 22, 50, 43, 32, 41, 45, 18, 24, 29, 27, 47, 28, 35, 6, 0]","[0, 17, 10, 38, 46, 26, 21, 32, 4, 33, 37, 44, 20, 24, 16, 15, 23, 29, 45, 22, 1, 6, 28, 48, 42, 3, 11, 41, 14, 34, 39, 36, 49, 9, 18, 2, 43, 13, 50, 31, 40, 12, 47, 27, 5, 8, 19, 7, 25, 35, 30, 0]",50,0.2,0.2,2025-09-29 11:40:54.184946
845,1,10,23833.111482788634,"[0, 23, 21, 47, 4, 24, 29, 14, 19, 31, 45, 41, 2, 44, 5, 48, 12, 38, 32, 8, 33, 10, 7, 26, 42, 9, 16, 49, 35, 6, 15, 20, 18, 27, 28, 50, 46, 22, 37, 30, 25, 40, 13, 11, 3, 36, 39, 17, 43, 1, 34, 0]","[0, 10, 2, 41, 23, 20, 13, 14, 46, 24, 31, 22, 48, 28, 36, 34, 8, 26, 3, 11, 30, 49, 29, 7, 43, 1, 40, 17, 38, 37, 9, 5, 33, 50, 25, 39, 4, 19, 35, 42, 44, 32, 47, 15, 18, 21, 16, 6, 45, 12, 27, 0]","[0, 41, 2, 11, 3, 43, 1, 44, 18, 32, 36, 29, 45, 16, 24, 27, 47, 19, 40, 15, 14, 12, 46, 7, 6, 25, 42, 34, 37, 22, 20, 17, 13, 28, 8, 4, 5, 33, 10, 30, 26, 38, 49, 21, 35, 23, 48, 9, 31, 50, 39, 0]",50,0.2,0.2,2025-09-29 11:40:54.186786
846,1,10,25201.576736434734,"[0, 5, 20, 13, 48, 27, 50, 17, 45, 37, 14, 46, 6, 22, 21, 3, 9, 11, 32, 36, 26, 10, 2, 30, 24, 31, 42, 16, 40, 39, 7, 49, 33, 47, 8, 12, 25, 41, 23, 18, 4, 15, 38, 34, 44, 43, 1, 35, 28, 19, 29, 0]","[0, 26, 45, 31, 44, 42, 14, 50, 24, 1, 17, 9, 21, 10, 39, 46, 33, 47, 35, 11, 43, 22, 40, 3, 12, 30, 20, 48, 34, 37, 2, 41, 32, 7, 19, 13, 38, 18, 15, 8, 49, 23, 5, 4, 28, 36, 6, 16, 29, 25, 27, 0]","[0, 33, 47, 32, 22, 48, 35, 44, 11, 2, 37, 24, 14, 26, 42, 40, 50, 49, 25, 20, 23, 34, 28, 31, 30, 12, 27, 1, 7, 21, 41, 9, 45, 39, 17, 36, 3, 19, 13, 29, 46, 38, 15, 4, 16, 10, 8, 43, 18, 6, 5, 0]",50,0.2,0.2,2025-09-29 11:40:54.188309
847,1,10,25143.49572992486,"[0, 7, 26, 27, 28, 12, 38, 50, 36, 8, 44, 4, 41, 17, 39, 37, 48, 18, 14, 32, 46, 40, 30, 11, 23, 49, 20, 24, 29, 15, 13, 33, 10, 47, 9, 1, 2, 19, 43, 34, 5, 21, 22, 35, 16, 25, 42, 45, 31, 6, 3, 0]","[0, 26, 45, 31, 44, 42, 14, 50, 24, 1, 17, 9, 21, 10, 39, 46, 33, 47, 35, 11, 43, 22, 40, 3, 12, 30, 20, 48, 34, 37, 2, 41, 32, 7, 19, 13, 38, 18, 15, 8, 49, 23, 5, 4, 28, 36, 6, 16, 29, 25, 27, 0]","[0, 45, 31, 49, 23, 5, 13, 26, 41, 35, 15, 36, 32, 47, 44, 40, 10, 3, 33, 27, 50, 30, 6, 22, 19, 38, 7, 29, 25, 4, 28, 1, 18, 20, 17, 21, 14, 24, 8, 43, 48, 2, 9, 37, 39, 46, 42, 11, 34, 12, 16, 0]",50,0.2,0.2,2025-09-29 11:40:54.189566
848,1,10,26842.044144001877,"[0, 10, 2, 41, 23, 20, 13, 14, 46, 24, 31, 22, 48, 28, 36, 34, 8, 26, 3, 11, 30, 49, 29, 7, 43, 1, 40, 17, 38, 37, 9, 5, 33, 50, 25, 39, 4, 19, 35, 42, 44, 32, 47, 15, 18, 21, 16, 6, 45, 12, 27, 0]","[0, 7, 26, 44, 4, 5, 23, 11, 48, 20, 39, 15, 42, 25, 33, 30, 9, 19, 46, 37, 1, 34, 16, 14, 8, 36, 40, 12, 3, 31, 21, 49, 17, 10, 38, 2, 13, 22, 50, 43, 32, 41, 45, 18, 24, 29, 27, 47, 28, 35, 6, 0]","[0, 7, 46, 22, 5, 30, 44, 35, 3, 31, 4, 19, 45, 14, 15, 10, 1, 16, 25, 39, 47, 23, 42, 40, 37, 18, 36, 20, 50, 32, 27, 34, 26, 48, 29, 2, 6, 12, 9, 13, 28, 21, 38, 24, 43, 8, 11, 49, 41, 17, 33, 0]",50,0.2,0.2,2025-09-29 11:40:54.190764
849,1,10,23329.42721850329,"[0, 30, 8, 1, 44, 14, 7, 17, 23, 5, 20, 4, 24, 42, 11, 49, 27, 6, 21, 13, 48, 38, 35, 28, 3, 46, 29, 26, 32, 16, 39, 33, 37, 31, 12, 9, 47, 15, 10, 36, 34, 22, 25, 50, 19, 45, 43, 2, 41, 40, 18, 0]","[0, 28, 44, 47, 33, 43, 36, 3, 19, 42, 7, 11, 5, 41, 8, 20, 17, 10, 38, 14, 25, 21, 27, 4, 39, 30, 13, 45, 40, 29, 26, 49, 16, 46, 6, 1, 22, 15, 24, 37, 18, 50, 2, 31, 23, 35, 48, 9, 34, 12, 32, 0]","[0, 29, 26, 46, 39, 23, 24, 1, 43, 31, 44, 12, 30, 8, 15, 48, 19, 40, 4, 35, 41, 36, 11, 2, 10, 22, 45, 7, 17, 16, 25, 5, 6, 20, 14, 33, 34, 3, 28, 21, 13, 27, 42, 37, 47, 38, 9, 50, 18, 49, 32, 0]",50,0.2,0.2,2025-09-29 11:40:54.191973
850,1,10,25076.67294566564,"[0, 5, 20, 13, 48, 27, 50, 17, 45, 37, 14, 46, 6, 22, 21, 3, 9, 11, 32, 36, 26, 10, 2, 30, 24, 31, 42, 16, 40, 39, 7, 49, 33, 47, 8, 12, 25, 41, 23, 18, 4, 15, 38, 34, 44, 43, 1, 35, 28, 19, 29, 0]","[0, 8, 33, 37, 30, 1, 34, 5, 48, 32, 14, 19, 41, 2, 46, 22, 29, 47, 10, 31, 40, 21, 50, 26, 24, 23, 11, 20, 7, 9, 18, 49, 28, 15, 36, 16, 27, 6, 17, 13, 45, 35, 42, 12, 25, 39, 3, 43, 38, 4, 44, 0]","[0, 12, 25, 30, 19, 31, 15, 6, 45, 28, 39, 35, 4, 37, 7, 8, 44, 47, 34, 11, 29, 33, 14, 13, 49, 32, 18, 36, 26, 21, 40, 42, 10, 46, 5, 9, 1, 3, 38, 2, 23, 43, 17, 41, 22, 50, 16, 27, 20, 48, 24, 0]",50,0.2,0.2,2025-09-29 11:40:54.193187
851,1,10,23556.302294795318,"[0, 31, 3, 34, 45, 27, 2, 25, 19, 26, 29, 24, 9, 6, 46, 40, 15, 41, 32, 10, 5, 11, 4, 48, 38, 47, 33, 1, 37, 13, 49, 12, 17, 16, 30, 21, 14, 39, 50, 20, 35, 22, 8, 28, 44, 18, 36, 43, 7, 23, 42, 0]","[0, 45, 7, 26, 17, 13, 22, 34, 9, 24, 30, 21, 44, 42, 16, 41, 47, 11, 23, 5, 10, 19, 32, 3, 35, 4, 27, 28, 37, 31, 46, 20, 39, 2, 33, 43, 40, 15, 49, 25, 36, 6, 50, 12, 38, 48, 14, 18, 29, 8, 1, 0]","[0, 30, 21, 9, 24, 40, 15, 10, 5, 48, 38, 13, 49, 46, 26, 14, 50, 41, 37, 16, 2, 29, 47, 19, 31, 28, 12, 17, 18, 32, 3, 1, 4, 33, 42, 11, 20, 43, 7, 45, 36, 8, 23, 35, 27, 25, 22, 44, 39, 6, 34, 0]",50,0.2,0.2,2025-09-29 11:40:54.194475
852,1,10,25088.79005941539,"[0, 2, 41, 36, 34, 25, 50, 47, 15, 39, 33, 30, 28, 5, 37, 38, 23, 14, 8, 29, 17, 9, 48, 4, 26, 16, 42, 20, 31, 10, 43, 6, 7, 19, 27, 40, 3, 35, 21, 1, 49, 13, 11, 18, 12, 46, 45, 44, 24, 22, 32, 0]","[0, 10, 2, 28, 19, 46, 14, 15, 12, 17, 13, 47, 18, 20, 1, 6, 29, 25, 22, 48, 5, 40, 34, 30, 33, 3, 31, 39, 35, 37, 11, 24, 4, 23, 7, 32, 8, 43, 41, 21, 44, 45, 27, 16, 42, 26, 38, 49, 50, 36, 9, 0]","[0, 30, 33, 16, 42, 45, 44, 23, 48, 43, 39, 38, 46, 2, 47, 18, 25, 14, 41, 4, 15, 24, 17, 8, 13, 1, 32, 26, 35, 28, 37, 19, 29, 10, 34, 40, 21, 3, 11, 31, 12, 6, 36, 49, 9, 5, 7, 22, 20, 50, 27, 0]",50,0.2,0.2,2025-09-29 11:40:54.195716
853,1,10,26019.551682524805,"[0, 30, 8, 1, 44, 14, 7, 17, 23, 5, 20, 4, 24, 42, 11, 49, 27, 6, 21, 13, 48, 38, 35, 28, 3, 46, 29, 26, 32, 16, 39, 33, 37, 31, 12, 9, 47, 15, 10, 36, 34, 22, 25, 50, 19, 45, 43, 2, 41, 40, 18, 0]","[0, 28, 44, 47, 33, 43, 36, 3, 19, 42, 7, 11, 5, 41, 8, 20, 17, 10, 38, 14, 25, 21, 27, 4, 39, 30, 13, 45, 40, 29, 26, 49, 16, 46, 6, 1, 22, 15, 24, 37, 18, 50, 2, 31, 23, 35, 48, 9, 34, 12, 32, 0]","[0, 29, 26, 34, 43, 1, 18, 44, 48, 14, 39, 27, 16, 15, 37, 2, 40, 38, 4, 28, 23, 3, 21, 7, 42, 35, 11, 30, 49, 6, 31, 41, 22, 50, 5, 32, 45, 47, 25, 24, 10, 19, 36, 9, 46, 12, 33, 13, 8, 17, 20, 0]",50,0.2,0.2,2025-09-29 11:40:54.196930
